epoch,train_loss,train_accuracy,train_f1,val_loss,val_accuracy,val_f1,learning_rate
27,0.06802483318107469,87.51708428246013,0.8740016694297881,0.03397491499781609,93.06569343065694,0.9416023785487619,6.57963412215599e-05
28,0.06852132401296071,87.24373576309794,0.871924885695315,0.0316276416182518,93.06569343065694,0.9416023785487619,6.079162869547908e-05
29,0.06673883731876101,86.10478359908883,0.8600443419278919,0.03207242377102375,93.06569343065694,0.9416023785487619,5.5674158931748854e-05
30,0.060403051972389224,88.10933940774487,0.881046677714514,0.03138333708047867,93.06569343065694,0.9416023785487619,5.0500000000000015e-05
31,0.06202200534088271,88.38268792710706,0.8832428800053492,0.028070753812789916,93.06569343065694,0.9416023785487619,4.532584106825116e-05
32,0.06215890496969223,87.92710706150342,0.8789735486890282,0.02785951755940914,93.43065693430657,0.9452554744525548,4.020837130452091e-05
33,0.05868528698171888,88.01822323462414,0.879594163102071,0.02591553032398224,93.06569343065694,0.9416023785487619,3.5203658778440106e-05
34,0.05647073930927685,88.65603644646924,0.8859805219738919,0.02631755396723747,93.06569343065694,0.9416023785487619,3.0366536167747902e-05
35,0.05964736725602831,87.88154897494306,0.8785498412060253,0.025264739990234375,93.06569343065694,0.9416023785487619,2.5750000000000013e-05
36,0.05262214466929436,88.9749430523918,0.8894642425798914,0.02378443367779255,93.06569343065694,0.9416023785487619,2.1404630011522586e-05
37,0.051437209865876604,88.24601366742597,0.8820151098463547,0.02544936165213585,93.43065693430657,0.9452554744525548,1.7378034985236535e-05
38,0.05085489015494074,89.02050113895217,0.8901604562020987,0.02438206262886524,93.06569343065694,0.9416023785487619,1.3714331138868997e-05
39,0.05256741717457771,89.4760820045558,0.8941979570938052,0.02385232113301754,93.43065693430657,0.9452554744525548,1.0453658778440109e-05
40,0.05164221727422306,89.33940774487472,0.8927874310476381,0.02284851372241974,93.06569343065694,0.9416023785487619,7.631742512670284e-06
41,0.0528193331190518,88.61047835990888,0.8861478577638952,0.022194599360227586,93.06569343065694,0.9416023785487619,5.279499846691251e-06
42,0.0567996366747788,87.97266514806378,0.8790456564982346,0.02393122985959053,93.43065693430657,0.9452554744525548,3.4227024433899e-06
43,0.050949421737875256,88.88382687927107,0.8877266490614732,0.025248651579022407,93.06569343065694,0.9416023785487619,2.0816937636766186e-06
44,0.0512579830629485,88.38268792710706,0.8835584913220994,0.024039436876773835,93.43065693430657,0.9452554744525548,1.2711661792704665e-06
45,0.052727961114474704,87.92710706150342,0.8781747183118835,0.02303084060549736,93.06569343065694,0.9416023785487619,0.0001
46,0.05532578197973115,87.42596810933941,0.8738788637665621,0.019533129408955574,93.06569343065694,0.9416023785487619,9.99321619703514e-05
47,0.047781535025153844,88.42824601366742,0.8834239006340594,0.01960956007242203,93.43065693430657,0.9452554744525548,9.972883382072954e-05
